item_category,pv,cart,fav,buy,uv,pv/uv,convert_buy_rate,buy_rate
5127795,4552,304,206,95,2260,2.01,0.02087,0.04
4814210,96,7,4,2,35,2.74,0.02083,0.03
2975968,288,13,1,6,125,2.3,0.02083,0.04
4676959,96,0,0,2,49,1.96,0.02083,0.04
3872841,240,27,3,5,132,1.82,0.02083,0.03
1476096,192,5,8,4,108,1.78,0.02083,0.03
2366076,96,11,3,2,69,1.39,0.02083,0.03
2399691,144,7,5,3,113,1.27,0.02083,0.02
222559,3364,353,232,70,2423,1.39,0.02081,0.02
1633142,2073,154,61,43,848,2.44,0.02074,0.05
2288327,386,16,14,8,197,1.96,0.02073,0.04
4050612,65382,4754,1934,1355,15579,4.2,0.02072,0.08
274483,2126,112,33,44,634,3.35,0.0207,0.07
1329305,145,9,7,3,57,2.54,0.02069,0.03
1569231,290,37,5,6,130,2.23,0.02069,0.04
4152994,29203,1162,814,604,8445,3.46,0.02068,0.06
5034390,5706,253,141,118,1865,3.06,0.02068,0.06
2283708,677,39,19,14,223,3.04,0.02068,0.05
1363301,1112,98,30,23,440,2.53,0.02068,0.04
4864926,10411,617,380,215,2629,3.96,0.02065,0.06
4139726,2521,116,99,52,1065,2.37,0.02063,0.04
4122623,1455,61,30,30,540,2.69,0.02062,0.04
1593276,194,13,9,4,151,1.28,0.02062,0.02
104462,1650,103,47,34,328,5.03,0.02061,0.09
2903469,10828,774,410,223,3469,3.12,0.02059,0.05
4272374,340,16,8,7,159,2.14,0.02059,0.04
3742254,923,25,18,19,595,1.55,0.02059,0.03
3574673,826,34,37,17,604,1.37,0.02058,0.02
1066563,2917,157,94,60,1316,2.22,0.02057,0.03
3014848,1070,59,26,22,586,1.83,0.02056,0.03
1724559,28034,2255,1178,576,10970,2.56,0.02055,0.04
3427691,341,19,5,7,183,1.86,0.02053,0.03
3300651,2632,191,105,54,1203,2.19,0.02052,0.04
4998889,195,7,8,4,145,1.34,0.02051,0.03
2128694,1318,62,35,27,829,1.59,0.02049,0.03
255508,293,8,6,6,175,1.67,0.02048,0.03
3845884,684,41,33,14,361,1.89,0.02047,0.04
3138705,86646,7043,2689,1771,32696,2.65,0.02044,0.05
3084958,3430,139,41,70,1169,2.93,0.02041,0.05
3208818,245,14,12,5,130,1.88,0.02041,0.03
2920833,588,21,18,12,372,1.58,0.02041,0.03
4802116,98,14,4,2,65,1.51,0.02041,0.03
3843999,98,3,3,2,67,1.46,0.02041,0.03
4736710,3433,156,86,70,1179,2.91,0.02039,0.05
3567828,7700,445,225,157,3926,1.96,0.02039,0.04
3874527,7753,411,225,158,2452,3.16,0.02038,0.06
3917972,16736,887,538,341,5637,2.97,0.02038,0.05
91943,687,21,20,14,454,1.51,0.02038,0.03
2271402,5895,550,398,120,2933,2.01,0.02036,0.03
4712571,33367,2774,1349,679,9906,3.37,0.02035,0.05
4069500,180094,14641,5061,3664,54701,3.29,0.02034,0.06
3708707,5213,266,176,106,2457,2.12,0.02033,0.04
2853993,24117,985,382,490,3695,6.53,0.02032,0.1
235534,228487,18037,8649,4638,52176,4.38,0.0203,0.06
1021251,788,39,19,16,284,2.77,0.0203,0.04
545775,5915,430,250,120,1721,3.44,0.02029,0.06
3327468,148,7,2,3,59,2.51,0.02027,0.05
152639,296,24,2,6,244,1.21,0.02027,0.02
15890,1384,100,70,28,534,2.59,0.02023,0.05
4532706,4649,274,113,94,2615,1.78,0.02022,0.03
634390,171374,12772,4526,3461,39626,4.32,0.0202,0.07
2288300,297,20,9,6,120,2.48,0.0202,0.05
3515249,99,10,0,2,50,1.98,0.0202,0.02
2134583,198,9,1,4,104,1.9,0.0202,0.04
1988433,16114,760,407,325,5445,2.96,0.02017,0.05
2664775,2033,154,47,41,728,2.79,0.02017,0.05
1080925,3372,264,152,68,1356,2.49,0.02017,0.04
603882,248,7,12,5,103,2.41,0.02016,0.04
3103948,248,13,13,5,214,1.16,0.02016,0.02
4278744,1589,58,26,32,484,3.28,0.02014,0.06
1725572,2234,88,43,45,886,2.52,0.02014,0.05
3274258,18516,1222,846,373,7460,2.48,0.02014,0.04
1761187,298,8,3,6,94,3.17,0.02013,0.06
1135708,4124,306,180,83,1373,3.0,0.02013,0.04
3739450,1593,124,66,32,752,2.12,0.02009,0.04
1038897,249,20,7,5,107,2.33,0.02008,0.04
4481193,1195,79,38,24,544,2.2,0.02008,0.04
1868423,25061,1470,793,503,7846,3.19,0.02007,0.05
1454470,12758,840,526,256,4583,2.78,0.02007,0.05
140970,4138,176,108,83,2766,1.5,0.02006,0.03
886203,130218,9830,3075,2611,38638,3.37,0.02005,0.06
2602354,849,70,33,17,453,1.87,0.02002,0.03
3712511,2299,206,109,46,1448,1.59,0.02001,0.03
2298549,100,17,1,2,43,2.33,0.02,0.04
2942460,500,26,5,10,264,1.89,0.02,0.04
1605267,150,3,1,3,87,1.72,0.02,0.03
4595580,1501,63,41,30,645,2.33,0.01999,0.04
3173741,3657,283,170,73,1252,2.92,0.01996,0.05
3395036,351,8,3,7,127,2.76,0.01994,0.03
3244547,652,61,21,13,421,1.55,0.01994,0.03
3566034,48823,4145,2083,973,12061,4.05,0.01993,0.07
1612623,24430,1357,887,487,8069,3.03,0.01993,0.05
4828523,1205,60,48,24,488,2.47,0.01992,0.04
597734,2108,155,87,42,985,2.14,0.01992,0.04
1216617,263953,19501,6193,5255,63018,4.19,0.01991,0.07
2379547,452,25,10,9,247,1.83,0.01991,0.03
3996607,553,40,65,11,258,2.14,0.01989,0.04
1310508,654,60,42,13,249,2.63,0.01988,0.05
343112,503,26,19,10,234,2.15,0.01988,0.04
2089833,151,15,4,3,86,1.76,0.01987,0.02
3054267,705,30,24,14,526,1.34,0.01986,0.03
493676,907,38,36,18,418,2.17,0.01985,0.04
410749,10685,798,438,212,4371,2.44,0.01984,0.04
1965698,857,2,14,17,417,2.06,0.01984,0.04
2242620,3530,145,72,70,979,3.61,0.01983,0.07
1350540,959,45,18,19,600,1.6,0.01981,0.02
2643858,1869,83,37,37,582,3.21,0.0198,0.06
4263789,1010,60,32,20,381,2.65,0.0198,0.05
4512393,20865,1943,727,413,7461,2.8,0.01979,0.05
499049,3796,230,123,75,1206,3.15,0.01976,0.05
1436758,2024,92,85,40,1224,1.65,0.01976,0.03
1729993,64121,2938,2030,1266,14733,4.35,0.01974,0.08
4358542,1064,130,70,21,369,2.88,0.01974,0.05
1629035,18770,1595,576,370,7288,2.58,0.01971,0.04
2383838,13334,656,261,262,3244,4.11,0.01965,0.07
4188178,22490,1669,662,442,6377,3.53,0.01965,0.06
3909718,12378,903,304,243,5968,2.07,0.01963,0.04
1004392,2242,175,65,44,1221,1.84,0.01963,0.03
1953179,12894,637,323,253,4791,2.69,0.01962,0.05
2787444,153,6,2,3,31,4.94,0.01961,0.09
3380833,102,3,1,2,48,2.12,0.01961,0.04
4646689,255,10,15,5,197,1.29,0.01961,0.02
2459106,44594,2316,1073,874,12771,3.49,0.0196,0.06
1565736,1072,56,39,21,455,2.36,0.01959,0.04
3771608,1429,106,52,28,814,1.76,0.01959,0.03
1655632,5513,441,252,108,3668,1.5,0.01959,0.03
3844144,82009,6812,3705,1606,28527,2.87,0.01958,0.05
3864227,1533,46,41,30,636,2.41,0.01957,0.04
1451041,8945,695,282,175,2152,4.16,0.01956,0.07
1614257,1279,48,27,25,827,1.55,0.01955,0.03
3451327,870,68,28,17,440,1.98,0.01954,0.03
3976816,563,39,24,11,336,1.68,0.01954,0.02
4883737,5937,517,423,116,4267,1.39,0.01954,0.02
3043292,2662,136,79,52,694,3.84,0.01953,0.07
2706436,7489,440,234,146,3002,2.49,0.0195,0.04
3803127,2108,144,56,41,930,2.27,0.01945,0.04
2248015,360,18,15,7,173,2.08,0.01944,0.04
3124121,720,20,9,14,421,1.71,0.01944,0.03
278173,875,49,21,17,372,2.35,0.01943,0.04
3448250,10608,631,423,206,3763,2.82,0.01942,0.05
4576724,103,9,2,2,45,2.29,0.01942,0.04
3805690,103,2,1,2,53,1.94,0.01942,0.04
4425678,1237,64,19,24,425,2.91,0.0194,0.05
1406509,1495,71,24,29,631,2.37,0.0194,0.04
2154867,30339,1545,1007,588,8246,3.68,0.01938,0.06
1059665,1600,97,33,31,896,1.79,0.01938,0.03
3394581,2064,105,79,40,1335,1.55,0.01938,0.03
3490970,19485,590,446,377,6066,3.21,0.01935,0.05
4243089,155,3,6,3,71,2.18,0.01935,0.03
4367680,207,8,5,4,128,1.62,0.01932,0.03
937184,570,57,30,11,236,2.42,0.0193,0.03
4321796,23947,2051,592,462,9765,2.45,0.01929,0.04
728641,5289,376,147,102,2336,2.26,0.01929,0.04
4980533,10217,783,467,197,3804,2.69,0.01928,0.05
385383,2852,112,70,55,1542,1.85,0.01928,0.03
164365,2699,132,115,52,976,2.77,0.01927,0.05
3672452,28428,2308,1564,547,10582,2.69,0.01924,0.04
1812605,3848,135,92,74,1392,2.76,0.01923,0.04
2037779,2288,99,70,44,1157,1.98,0.01923,0.04
2450012,156,6,0,3,93,1.68,0.01923,0.03
2768009,312,18,22,6,216,1.44,0.01923,0.02
4981793,1562,59,27,30,1062,1.47,0.01921,0.02
1467314,1564,134,79,30,373,4.19,0.01918,0.08
4044753,3654,230,77,70,1010,3.62,0.01916,0.06
2725426,31611,2150,1192,605,12788,2.47,0.01914,0.04
2161504,4287,226,148,82,1418,3.02,0.01913,0.05
4332385,366,22,13,7,220,1.66,0.01913,0.03
3191556,5490,423,278,105,3791,1.45,0.01913,0.02
4302328,10512,695,330,201,4267,2.46,0.01912,0.04
3458525,1988,69,104,38,912,2.18,0.01911,0.03
3834955,8323,494,272,159,2450,3.4,0.0191,0.06
119741,128179,7021,4232,2442,32939,3.89,0.01905,0.07
149656,420,24,8,8,311,1.35,0.01905,0.02
4078249,24555,1274,592,467,6930,3.54,0.01902,0.06
4519805,368,13,8,7,142,2.59,0.01902,0.05
4530743,4050,127,95,77,1381,2.93,0.01901,0.04
2588445,263,6,3,5,163,1.61,0.01901,0.02
668960,6634,467,190,126,1759,3.77,0.01899,0.06
194806,2633,125,61,50,1387,1.9,0.01899,0.03
261087,158,3,2,3,100,1.58,0.01899,0.02
1527667,316,19,13,6,204,1.55,0.01899,0.03
542908,24022,1396,757,456,5204,4.62,0.01898,0.08
882095,11591,661,259,220,4928,2.35,0.01898,0.03
2611736,6904,311,175,131,2604,2.65,0.01897,0.05
5078340,896,48,54,17,352,2.55,0.01897,0.04
291898,1213,62,36,23,594,2.04,0.01896,0.04
2522303,1266,75,66,24,652,1.94,0.01896,0.03
4855372,1425,71,50,27,792,1.8,0.01895,0.03
2038530,3486,175,76,66,859,4.06,0.01893,0.06
3142010,529,36,11,10,275,1.92,0.0189,0.03
5041265,4664,251,118,88,846,5.51,0.01887,0.07
1138276,159,11,11,3,54,2.94,0.01887,0.05
4551035,106,10,3,2,41,2.59,0.01887,0.04
4339589,212,12,5,4,86,2.47,0.01887,0.04
2773504,159,12,5,3,68,2.34,0.01887,0.03
3533922,106,2,0,2,50,2.12,0.01887,0.04
3494977,689,58,26,13,344,2.0,0.01887,0.04
2657849,212,11,9,4,132,1.61,0.01887,0.03
456244,106,4,2,2,79,1.34,0.01887,0.02
4656779,6795,457,428,128,3025,2.25,0.01884,0.03
1485951,19015,709,397,358,5922,3.21,0.01883,0.05
4027003,8501,463,214,160,2182,3.9,0.01882,0.06
2714949,372,22,9,7,150,2.48,0.01882,0.05
2689976,1330,65,38,25,672,1.98,0.0188,0.03
4427946,266,17,6,5,219,1.21,0.0188,0.02
4118464,4524,200,45,85,965,4.69,0.01879,0.07
4397687,2876,153,111,54,987,2.91,0.01878,0.05
4011278,14855,627,335,279,5455,2.72,0.01878,0.04
1965458,213,11,8,4,110,1.94,0.01878,0.04
283996,12956,918,572,243,5651,2.29,0.01876,0.04
1944515,160,10,7,3,102,1.57,0.01875,0.02
1952350,160,6,8,3,120,1.33,0.01875,0.02
2751130,854,47,23,16,377,2.27,0.01874,0.03
887563,267,15,5,5,177,1.51,0.01873,0.03
4205429,2085,117,130,39,877,2.38,0.01871,0.03
3692903,4759,265,122,89,2277,2.09,0.0187,0.03
954435,2086,152,119,39,1196,1.74,0.0187,0.03
4949652,107,3,4,2,55,1.95,0.01869,0.04
2421866,214,11,8,4,167,1.28,0.01869,0.02
3579754,87909,6181,3558,1638,21143,4.16,0.01863,0.07
342575,1074,67,51,20,600,1.79,0.01862,0.03
784716,3064,223,101,57,1615,1.9,0.0186,0.03
4395670,1022,57,58,19,443,2.31,0.01859,0.04
157489,269,17,5,5,152,1.77,0.01859,0.03
4966058,11536,602,428,214,3181,3.63,0.01855,0.05
491223,5498,383,216,102,2057,2.67,0.01855,0.04
2171870,108,4,3,2,39,2.77,0.01852,0.05
2071415,108,6,2,2,64,1.69,0.01852,0.03
3165428,108,9,5,2,72,1.5,0.01852,0.03
4424369,4979,389,206,92,1984,2.51,0.01848,0.04
431060,488,12,25,9,352,1.39,0.01844,0.02
1050007,53805,3574,1964,991,11041,4.87,0.01842,0.08
2326411,3155,204,75,58,1389,2.27,0.01838,0.04
2268637,4080,204,141,75,1991,2.05,0.01838,0.03
2140895,109,7,5,2,49,2.22,0.01835,0.04
47156,327,11,8,6,167,1.96,0.01835,0.03
2319813,109,11,0,2,67,1.63,0.01835,0.03
4702145,109,15,2,2,74,1.47,0.01835,0.01
1823789,109,5,3,2,85,1.28,0.01835,0.02
2653245,109,13,1,2,91,1.2,0.01835,0.02
3112817,56784,4473,3029,1040,18165,3.13,0.01832,0.05
873298,1420,49,26,26,805,1.76,0.01831,0.03
300463,328,24,36,6,213,1.54,0.01829,0.02
1718072,164,17,5,3,109,1.5,0.01829,0.03
4901188,53876,4725,2236,985,22447,2.4,0.01828,0.04
246584,602,27,5,11,260,2.32,0.01827,0.04
4282670,31274,1690,708,571,10671,2.93,0.01826,0.04
2206684,219,8,4,4,113,1.94,0.01826,0.03
1126526,7728,393,116,141,1963,3.94,0.01825,0.07
255113,548,30,14,10,287,1.91,0.01825,0.02
2672762,22542,1270,830,411,6174,3.65,0.01823,0.06
2021104,384,30,24,7,264,1.45,0.01823,0.02
2905937,4450,187,66,81,1483,3.0,0.0182,0.05
3913749,440,18,22,8,186,2.37,0.01818,0.02
3159606,110,4,3,2,81,1.36,0.01818,0.02
4689003,165,5,2,3,121,1.36,0.01818,0.02
150092,990,89,68,18,756,1.31,0.01818,0.02
864424,8200,482,282,149,3524,2.33,0.01817,0.04
2578647,351488,27576,8030,6373,78882,4.46,0.01813,0.06
311650,662,21,9,12,215,3.08,0.01813,0.05
1526484,7776,646,437,141,4968,1.57,0.01813,0.02
1546352,8729,444,288,158,2426,3.6,0.0181,0.06
4449178,22448,1172,763,406,8358,2.69,0.01809,0.04
1432828,553,30,12,10,328,1.69,0.01808,0.03
838020,277,17,8,5,155,1.79,0.01805,0.03
2859442,721,46,23,13,400,1.8,0.01803,0.02
1844626,1887,60,32,34,638,2.96,0.01802,0.04
428513,555,46,19,10,243,2.28,0.01802,0.04
640436,111,4,6,2,73,1.52,0.01802,0.01
2732466,29046,1964,1039,522,8643,3.36,0.01797,0.05
992333,390,7,20,7,192,2.03,0.01795,0.03
5045733,18366,1458,734,329,6969,2.64,0.01791,0.04
200278,260537,14902,6228,4658,84662,3.08,0.01788,0.05
3829657,18731,1491,547,335,8164,2.29,0.01788,0.03
2575281,280,15,7,5,137,2.04,0.01786,0.03
680185,280,21,9,5,161,1.74,0.01786,0.03
834620,1400,102,51,25,803,1.74,0.01786,0.03
2242999,168,7,4,3,97,1.73,0.01786,0.03
2845138,168,9,8,3,110,1.53,0.01786,0.02
1082838,4201,297,128,75,1789,2.35,0.01785,0.04
1943877,23325,1112,605,416,9900,2.36,0.01783,0.04
2070852,6953,575,135,124,3524,1.97,0.01783,0.03
2243133,4208,153,105,75,1809,2.33,0.01782,0.04
702060,6232,400,204,111,2413,2.58,0.01781,0.04
3528894,618,20,15,11,347,1.78,0.0178,0.03
4739351,3546,163,155,63,1002,3.54,0.01777,0.06
3202037,394,23,12,7,248,1.59,0.01777,0.03
3942501,169,3,4,3,64,2.64,0.01775,0.04
4549641,169,15,4,3,95,1.78,0.01775,0.03
4858656,9134,350,246,162,3794,2.41,0.01774,0.04
3028146,451,37,41,8,315,1.43,0.01774,0.02
4408422,2144,103,72,38,840,2.55,0.01772,0.04
4279684,395,34,20,7,223,1.77,0.01772,0.03
1841930,847,27,45,15,340,2.49,0.01771,0.04
4612468,2485,181,96,44,1004,2.48,0.01771,0.04
1500885,1129,66,58,20,539,2.09,0.01771,0.03
2924150,22907,1252,936,405,8553,2.68,0.01768,0.04
3004853,238833,11598,8815,4214,57984,4.12,0.01764,0.06
3100520,15369,846,421,271,4091,3.76,0.01763,0.06
906276,625,38,2,11,140,4.46,0.0176,0.07
1037069,1307,53,38,23,683,1.91,0.0176,0.03
4248306,739,41,21,13,429,1.72,0.01759,0.02
2229246,853,34,28,15,416,2.05,0.01758,0.03
3788576,12911,807,498,227,7576,1.7,0.01758,0.03
3573424,1309,46,19,23,437,3.0,0.01757,0.04
515200,3077,184,118,54,2073,1.48,0.01755,0.02
751494,11171,591,440,196,7895,1.41,0.01755,0.02
4741040,114,7,7,2,95,1.2,0.01754,0.02
168173,228,21,11,4,206,1.11,0.01754,0.02
3258181,799,59,38,14,359,2.23,0.01752,0.04
2523199,2284,150,67,40,1381,1.65,0.01751,0.03
3328511,15370,1007,403,269,5598,2.75,0.0175,0.04
2643222,1086,65,52,19,710,1.53,0.0175,0.02
1945301,1429,170,72,25,608,2.35,0.01749,0.04
1555304,343,13,8,6,206,1.67,0.01749,0.03
3783926,1144,70,27,20,671,1.7,0.01748,0.03
733013,1430,91,62,25,1031,1.39,0.01748,0.02
4645521,401,40,14,7,214,1.87,0.01746,0.03
2255371,573,40,23,10,372,1.54,0.01745,0.02
3361496,25176,1486,938,439,9820,2.56,0.01744,0.04
1686309,13438,0,300,234,4190,3.21,0.01741,0.04
2926020,314364,25711,9829,5471,71349,4.41,0.0174,0.06
2454596,115,9,2,2,90,1.28,0.01739,0.02
3547813,864,64,20,15,429,2.01,0.01736,0.03
52368,3924,265,107,68,1871,2.1,0.01733,0.03
4163659,105196,8780,3734,1822,23722,4.43,0.01732,0.06
1125862,43076,1735,893,746,14919,2.89,0.01732,0.04
2135940,231,9,9,4,175,1.32,0.01732,0.02
4003886,9011,547,310,156,3845,2.34,0.01731,0.04
2687903,751,48,41,13,499,1.51,0.01731,0.02
1639265,983,62,14,17,583,1.69,0.01729,0.03
4631356,1215,33,38,21,160,7.59,0.01728,0.06
3711641,11861,846,383,205,5503,2.16,0.01728,0.03
3549297,5790,297,160,100,2030,2.85,0.01727,0.04
1768615,1564,38,15,27,263,5.95,0.01726,0.09
3731995,7242,343,178,125,2973,2.44,0.01726,0.04
4372382,927,35,38,16,652,1.42,0.01726,0.02
667349,1333,74,40,23,365,3.65,0.01725,0.05
1391236,1565,109,75,27,936,1.67,0.01725,0.02
153544,348,4,4,6,176,1.98,0.01724,0.03
5025425,116,5,3,2,90,1.29,0.01724,0.02
1189158,21940,1211,989,378,8059,2.72,0.01723,0.04
96655,3311,139,169,57,967,3.42,0.01722,0.05
4940020,813,29,26,14,492,1.65,0.01722,0.03
2844721,581,31,16,10,321,1.81,0.01721,0.03
950439,6186,218,138,106,2763,2.24,0.01714,0.03
4953476,175,5,1,3,111,1.58,0.01714,0.03
459134,292,12,1,5,100,2.92,0.01712,0.05
2452793,12158,888,274,208,3312,3.67,0.01711,0.06
4482155,760,33,35,13,297,2.56,0.01711,0.04
1726863,818,29,23,14,458,1.79,0.01711,0.03
2265700,234,6,3,4,102,2.29,0.01709,0.04
673323,234,7,9,4,109,2.15,0.01709,0.03
2097345,468,20,26,8,283,1.65,0.01709,0.03
5085490,234,12,8,4,142,1.65,0.01709,0.03
1646859,117,4,3,2,72,1.62,0.01709,0.03
2425725,17268,1068,608,295,6609,2.61,0.01708,0.04
4622605,4627,275,196,79,3577,1.29,0.01707,0.02
2767575,1232,52,24,21,382,3.23,0.01705,0.05
3566542,6336,443,375,108,2531,2.5,0.01705,0.04
2361828,34836,2508,1022,594,14670,2.37,0.01705,0.03
4772702,176,9,4,3,81,2.17,0.01705,0.04
1860371,352,9,5,6,244,1.44,0.01705,0.02
562672,22844,1399,805,389,8342,2.74,0.01703,0.04
980025,2585,97,28,44,675,3.83,0.01702,0.06
3963773,3819,106,105,65,1361,2.81,0.01702,0.04
3459146,705,41,30,12,366,1.93,0.01702,0.03
681850,940,51,23,16,568,1.65,0.01702,0.03
1938796,235,10,15,4,196,1.2,0.01702,0.02
4233539,1061,2,51,18,271,3.92,0.01697,0.05
1879194,759093,38186,26699,12868,145426,5.22,0.01695,0.07
1807416,61942,3516,1380,1050,15486,4.0,0.01695,0.06
1179862,177,17,6,3,99,1.79,0.01695,0.03
2318100,236,14,13,4,202,1.17,0.01695,0.02
4177487,355,11,16,6,218,1.63,0.0169,0.02
3028983,296,19,18,5,102,2.9,0.01689,0.04
4484091,178,19,6,3,105,1.7,0.01685,0.03
1327405,1009,51,24,17,621,1.62,0.01685,0.02
113102,21956,1753,1144,369,6934,3.17,0.01681,0.05
3505582,3815,182,128,64,955,3.99,0.01678,0.05
3379070,1252,46,48,21,678,1.85,0.01677,0.03
1233959,179,9,3,3,70,2.56,0.01676,0.03
254162,179,8,8,3,76,2.36,0.01676,0.04
3319273,179,11,5,3,87,2.06,0.01676,0.03
4671427,1374,101,45,23,519,2.65,0.01674,0.03
1910296,5618,391,175,94,3513,1.6,0.01673,0.02
1051370,332786,16543,11160,5558,89007,3.74,0.0167,0.05
465980,1078,74,34,18,391,2.76,0.0167,0.04
5106813,180,6,9,3,84,2.14,0.01667,0.03
3545363,300,12,3,5,206,1.46,0.01667,0.02
2783548,120,2,5,2,85,1.41,0.01667,0.02
5032953,180,5,3,3,129,1.4,0.01667,0.02
879778,240,8,7,4,175,1.37,0.01667,0.02
2678261,19207,1077,576,320,5088,3.77,0.01666,0.05
3980838,1801,92,55,30,1056,1.71,0.01666,0.02
2321441,58441,2859,1306,973,21255,2.75,0.01665,0.04
1568197,156791,9991,5994,2607,46805,3.35,0.01663,0.05
2513189,2525,219,95,42,1278,1.98,0.01663,0.03
2872443,52123,2585,1432,866,13951,3.74,0.01661,0.06
3185579,843,43,28,14,379,2.22,0.01661,0.03
3120942,241,20,3,4,154,1.56,0.0166,0.02
3882728,1327,79,34,22,968,1.37,0.01658,0.02
3570656,17378,814,348,288,6313,2.75,0.01657,0.04
1830489,181,13,5,3,114,1.59,0.01657,0.02
4869428,37795,3323,1993,626,12144,3.11,0.01656,0.04
3941877,5193,263,121,86,1869,2.78,0.01656,0.04
2899665,302,11,10,5,183,1.65,0.01656,0.03
1254305,906,70,34,15,670,1.35,0.01656,0.02
4358072,1753,93,53,29,771,2.27,0.01654,0.04
3872947,121,5,2,2,54,2.24,0.01653,0.04
1430822,121,7,1,2,64,1.89,0.01653,0.03
3527242,1756,64,41,29,691,2.54,0.01651,0.03
1058331,5515,178,183,91,1546,3.57,0.0165,0.05
3886822,21579,1162,738,356,6306,3.42,0.0165,0.05
3446865,2485,100,76,41,1252,1.98,0.0165,0.03
1516361,729,31,39,12,238,3.06,0.01646,0.05
3880080,486,27,24,8,270,1.8,0.01646,0.02
751105,7663,494,274,126,2725,2.81,0.01644,0.04
2066955,31642,1737,822,520,7672,4.12,0.01643,0.06
2957371,1948,107,74,32,599,3.25,0.01643,0.05
2816302,2377,108,57,39,708,3.36,0.01641,0.05
2520771,671410,41754,22344,11005,176130,3.81,0.01639,0.05
4164898,855,75,34,14,381,2.24,0.01637,0.03
4809874,917,34,14,15,307,2.99,0.01636,0.05
4534846,428,36,18,7,309,1.39,0.01636,0.02
2015942,979,49,36,16,305,3.21,0.01634,0.05
1354236,24455,1359,842,399,7517,3.25,0.01632,0.04
1445597,982,46,14,16,574,1.71,0.01629,0.02
3793843,3012,82,95,49,1315,2.29,0.01627,0.03
2805482,123,5,2,2,40,3.08,0.01626,0.05
4880845,1968,151,135,32,802,2.45,0.01626,0.03
1171519,3505,150,124,57,1655,2.12,0.01626,0.03
4504967,492,15,17,8,348,1.41,0.01626,0.02
2990986,369,10,8,6,281,1.31,0.01626,0.02
3135863,4616,332,195,75,1975,2.34,0.01625,0.03
4244990,15447,733,416,251,7511,2.06,0.01625,0.03
3808001,801,34,23,13,264,3.03,0.01623,0.04
720666,5361,187,122,87,2773,1.93,0.01623,0.03
3901971,185,12,8,3,78,2.37,0.01622,0.04
2034426,185,3,5,3,138,1.34,0.01622,0.02
4715451,6732,237,128,109,1772,3.8,0.01619,0.05
3367924,14951,1018,444,242,4832,3.09,0.01619,0.04
203821,247,0,12,4,166,1.49,0.01619,0.02
4082778,176186,8628,5715,2851,48926,3.6,0.01618,0.05
2217187,29735,1943,904,481,11120,2.67,0.01618,0.04
1266030,743,44,25,12,343,2.17,0.01615,0.03
308160,186,11,2,3,131,1.42,0.01613,0.02
3093746,248,7,5,4,187,1.33,0.01613,0.02
715487,8695,748,308,140,3771,2.31,0.0161,0.03
2021738,497,20,20,8,234,2.12,0.0161,0.02
758773,311,25,10,5,135,2.3,0.01608,0.03
3299155,389363,23738,12637,6257,66127,5.89,0.01607,0.08
1536770,1370,81,52,22,536,2.56,0.01606,0.04
4643958,249,8,4,4,135,1.84,0.01606,0.03
2486578,10027,258,167,161,7223,1.39,0.01606,0.02
75275,500,10,13,8,195,2.56,0.016,0.04
1569885,4253,199,137,68,1281,3.32,0.01599,0.05
382910,7572,464,360,121,3001,2.52,0.01598,0.03
2881914,313,4,10,5,161,1.94,0.01597,0.03
4284875,146240,7274,4743,2334,32804,4.46,0.01596,0.06
2245265,1566,129,50,25,821,1.91,0.01596,0.03
4167958,19874,645,198,317,4116,4.83,0.01595,0.05
1530704,28971,2195,1767,462,9636,3.01,0.01595,0.04
795297,314,25,29,5,237,1.32,0.01592,0.02
2342116,116922,8024,4905,1860,33811,3.46,0.01591,0.04
4818107,120852,6397,3713,1921,59884,2.02,0.0159,0.03
3721625,1132,79,54,18,635,1.78,0.0159,0.02
174490,4279,217,79,68,2179,1.96,0.01589,0.03
3805065,26820,836,463,426,6501,4.13,0.01588,0.05
3282595,756,35,29,12,289,2.62,0.01587,0.04
3467297,1386,82,48,22,750,1.85,0.01587,0.03
1204223,4410,278,205,70,2414,1.83,0.01587,0.03
586317,252,22,5,4,192,1.31,0.01587,0.02
4339722,202541,14805,4857,3211,57434,3.53,0.01585,0.05
1247724,1010,45,25,16,191,5.29,0.01584,0.08
2084864,1073,84,35,17,560,1.92,0.01584,0.03
3587108,6446,194,135,102,1643,3.92,0.01582,0.06
1673021,7847,341,140,124,1351,5.81,0.0158,0.08
2815931,823,32,34,13,262,3.14,0.0158,0.04
2472174,1519,81,49,24,785,1.94,0.0158,0.03
285583,256308,17906,6729,4044,45134,5.68,0.01578,0.07
772629,77518,4307,2148,1223,25811,3.0,0.01578,0.04
4960437,2978,158,135,47,1498,1.99,0.01578,0.03
4690421,318079,21861,13158,5015,81678,3.89,0.01577,0.05
4931395,127,9,6,2,85,1.49,0.01575,0.02
2740196,635,43,30,10,511,1.24,0.01575,0.02
3303026,40469,2189,1179,637,10835,3.74,0.01574,0.05
1292812,5471,332,223,86,2181,2.51,0.01572,0.03
3122203,318,25,10,5,127,2.5,0.01572,0.02
660942,382,14,2,6,131,2.92,0.01571,0.05
3287763,191,3,3,3,67,2.85,0.01571,0.04
2976843,191,6,4,3,81,2.36,0.01571,0.01
1738105,1592,70,36,25,984,1.62,0.0157,0.02
3825580,255,22,7,4,98,2.6,0.01569,0.04
1778777,3508,205,92,55,1494,2.35,0.01568,0.03
3479353,4211,184,198,66,1324,3.18,0.01567,0.05
